shape,rate,shift,llh.missing,llh.all
93.4375,5.03125,18.125,-206.499951221145,-206.499951221145
93.4375,5.03125,18.375,-206.184148638052,-206.184148638052
93.4375,5.09375,18.125,-206.33776824339,-206.33776824339
93.4375,5.09375,18.375,-206.415267366771,-206.415267366771
92.8125,5.03125,18.625,-206.59323866436,-206.59323866436
92.8125,5.03125,18.875,-207.370534568865,-207.370534568865
92.8125,5.09375,18.625,-207.370793722609,-207.370793722609
93.4375,5.03125,18.625,-206.327957406971,-206.327957406971
93.4375,5.03125,18.875,-206.904736677884,-206.904736677884
93.4375,5.09375,18.625,-206.934435524438,-206.934435524438
93.4375,5.09375,18.875,-207.868601140626,-207.868601140626
92.8125,5.15625,18.125,-206.709091865274,-206.709091865274
92.8125,5.15625,18.375,-207.362329089889,-207.362329089889
92.8125,5.21875,18.125,-207.350234347512,-207.350234347512
93.4375,5.15625,18.125,-206.509594876745,-206.509594876745
93.4375,5.15625,18.375,-206.959761652428,-206.959761652428
93.4375,5.21875,18.125,-206.985743541158,-206.985743541158
93.4375,5.21875,18.375,-207.788327051127,-207.788327051127
93.4375,5.15625,18.625,-207.833582031248,-207.833582031248
94.0625,5.03125,18.125,-206.780363276285,-206.780363276285
94.0625,5.03125,18.375,-206.236573558035,-206.236573558035
94.0625,5.09375,18.125,-206.421309570505,-206.421309570505
94.0625,5.09375,18.375,-206.280884562854,-206.280884562854
94.6875,5.03125,18.125,-207.173441764019,-207.173441764019
94.6875,5.03125,18.375,-206.396919467761,-206.396919467761
94.6875,5.09375,18.125,-206.611974235472,-206.611974235472
94.6875,5.09375,18.375,-206.248839320926,-206.248839320926
94.0625,5.03125,18.625,-206.163789133161,-206.163789133161
94.0625,5.03125,18.875,-206.53522811938,-206.53522811938
94.0625,5.09375,18.625,-206.593563883615,-206.593563883615
94.0625,5.09375,18.875,-207.332510836785,-207.332510836785
94.6875,5.03125,18.625,-206.102770359515,-206.102770359515
94.6875,5.03125,18.875,-206.264082506338,-206.264082506338
94.6875,5.09375,18.625,-206.350230650254,-206.350230650254
94.6875,5.09375,18.875,-206.889158257333,-206.889158257333
94.0625,5.15625,18.125,-206.409764063979,-206.409764063979
94.0625,5.15625,18.375,-206.652014080191,-206.652014080191
94.0625,5.21875,18.125,-206.715537834107,-206.715537834107
94.0625,5.21875,18.375,-207.320126339083,-207.320126339083
94.6875,5.15625,18.125,-206.411593745396,-206.411593745396
94.6875,5.15625,18.375,-206.44111594643,-206.44111594643
94.6875,5.21875,18.125,-206.541624099278,-206.541624099278
94.6875,5.21875,18.375,-206.943396613645,-206.943396613645
94.0625,5.15625,18.625,-207.32936652537,-207.32936652537
94.6875,5.15625,18.625,-206.917189501718,-206.917189501718
94.6875,5.15625,18.875,-207.812795356,-207.812795356
94.6875,5.21875,18.625,-207.773675021698,-207.773675021698
93.4375,5.03125,19.125,-207.888591973019,-207.888591973019
94.0625,5.03125,19.125,-207.324838958635,-207.324838958635
94.6875,5.03125,19.125,-206.85465886826,-206.85465886826
94.6875,5.03125,19.375,-207.849021913579,-207.849021913579
94.6875,5.09375,19.125,-207.839389544047,-207.839389544047
92.8125,5.28125,18.125,-208.255324409853,-208.255324409853
93.4375,5.28125,18.125,-207.738209525989,-207.738209525989
94.0625,5.28125,18.125,-207.310114822546,-207.310114822546
94.0625,5.28125,18.375,-208.257110511271,-208.257110511271
94.0625,5.34375,18.125,-208.166614382888,-208.166614382888
94.6875,5.28125,18.125,-206.973051311691,-206.973051311691
94.6875,5.28125,18.375,-207.727043328724,-207.727043328724
94.6875,5.34375,18.125,-207.678487927891,-207.678487927891
90.3125,5.59375,15.875,-208.090948561355,-208.090948561355
90.3125,5.65625,15.875,-207.992210329032,-207.992210329032
90.3125,5.71875,15.625,-208.279526556026,-208.279526556026
90.3125,5.71875,15.875,-208.118461480607,-208.118461480607
90.9375,5.65625,15.875,-208.07973750881,-208.07973750881
90.9375,5.71875,15.875,-208.062712019475,-208.062712019475
91.5625,5.65625,15.875,-208.263681229002,-208.263681229002
91.5625,5.71875,15.875,-208.098821577129,-208.098821577129
92.1875,5.71875,15.875,-208.22867494741,-208.22867494741
90.3125,5.78125,15.625,-208.287007850175,-208.287007850175
90.9375,5.78125,15.625,-208.310713695262,-208.310713695262
90.9375,5.78125,15.875,-208.261489606905,-208.261489606905
91.5625,5.78125,15.875,-208.159242652581,-208.159242652581
92.1875,5.78125,15.875,-208.146280574375,-208.146280574375
92.1875,5.84375,15.875,-208.280092435014,-208.280092435014
92.8125,5.78125,15.875,-208.224465194735,-208.224465194735
92.8125,5.84375,15.875,-208.220303741455,-208.220303741455
93.4375,5.84375,15.875,-208.249138348419,-208.249138348419
94.0625,5.90625,15.875,-208.300888300186,-208.300888300186
90.3125,5.53125,16.125,-207.763963084586,-207.763963084586
90.3125,5.53125,16.375,-207.623171752229,-207.623171752229
90.3125,5.59375,16.125,-207.777205476013,-207.777205476013
90.3125,5.59375,16.375,-207.974729224244,-207.974729224244
90.9375,5.53125,16.125,-207.93082790242,-207.93082790242
90.9375,5.53125,16.375,-207.566458956158,-207.566458956158
90.9375,5.59375,16.125,-207.790294719838,-207.790294719838
90.9375,5.59375,16.375,-207.773634505303,-207.773634505303
90.3125,5.53125,16.625,-207.977635148348,-207.977635148348
90.9375,5.53125,16.625,-207.710399965554,-207.710399965554
90.9375,5.59375,16.625,-208.247018830693,-208.247018830693
90.3125,5.65625,16.125,-208.018148333465,-208.018148333465
90.9375,5.65625,16.125,-207.887510075993,-207.887510075993
90.9375,5.65625,16.375,-208.201534259262,-208.201534259262
90.9375,5.71875,16.125,-208.202795958205,-208.202795958205
91.5625,5.53125,16.125,-208.198449971658,-208.198449971658
91.5625,5.53125,16.375,-207.60545533627,-207.60545533627
91.5625,5.59375,16.125,-207.89939278498,-207.89939278498
91.5625,5.59375,16.375,-207.663500369255,-207.663500369255
92.1875,5.53125,16.375,-207.742093535785,-207.742093535785
92.1875,5.59375,16.125,-208.106406389868,-208.106406389868
92.1875,5.59375,16.375,-207.646262690822,-207.646262690822
91.5625,5.53125,16.625,-207.533836693415,-207.533836693415
91.5625,5.53125,16.875,-207.949977933072,-207.949977933072
91.5625,5.59375,16.625,-207.93069860282,-207.93069860282
92.1875,5.53125,16.625,-207.449906505241,-207.449906505241
92.1875,5.53125,16.875,-207.658315233796,-207.658315233796
92.1875,5.59375,16.625,-207.702272681057,-207.702272681057
92.1875,5.59375,16.875,-208.240621475844,-208.240621475844
91.5625,5.65625,16.125,-207.848229069777,-207.848229069777
91.5625,5.65625,16.375,-207.952310606267,-207.952310606267
91.5625,5.71875,16.125,-208.024888366975,-208.024888366975
92.1875,5.65625,16.125,-207.90221574558,-207.90221574558
92.1875,5.65625,16.375,-207.79134095838,-207.79134095838
92.1875,5.71875,16.125,-207.935699210377,-207.935699210377
92.1875,5.71875,16.375,-208.157219220264,-208.157219220264
92.1875,5.65625,16.625,-208.178323630685,-208.178323630685
92.1875,5.78125,16.125,-208.187500832246,-208.187500832246
92.8125,5.53125,16.375,-207.978278257537,-207.978278257537
92.8125,5.59375,16.375,-207.723832761828,-207.723832761828
93.4375,5.53125,16.375,-208.315885061932,-208.315885061932
93.4375,5.59375,16.375,-207.898095963072,-207.898095963072
92.8125,5.53125,16.625,-207.460545933893,-207.460545933893
92.8125,5.53125,16.875,-207.456255663647,-207.456255663647
92.8125,5.59375,16.625,-207.563677355398,-207.563677355398
92.8125,5.59375,16.875,-207.898687505598,-207.898687505598
93.4375,5.53125,16.625,-207.567665492154,-207.567665492154
93.4375,5.53125,16.875,-207.345737556406,-207.345737556406
93.4375,5.59375,16.625,-207.516826350279,-207.516826350279
93.4375,5.59375,16.875,-207.643565641173,-207.643565641173
92.8125,5.65625,16.125,-208.051355936693,-208.051355936693
92.8125,5.65625,16.375,-207.720536900985,-207.720536900985
92.8125,5.71875,16.125,-207.93711527012,-207.93711527012
92.8125,5.71875,16.375,-207.947885047835,-207.947885047835
93.4375,5.65625,16.125,-208.297509604556,-208.297509604556
93.4375,5.65625,16.375,-207.741787423161,-207.741787423161
93.4375,5.71875,16.125,-208.031000632483,-208.031000632483
93.4375,5.71875,16.375,-207.82606545572,-207.82606545572
92.8125,5.65625,16.625,-207.900630315984,-207.900630315984
93.4375,5.65625,16.625,-207.710048218021,-207.710048218021
93.4375,5.65625,16.875,-208.168030801038,-208.168030801038
93.4375,5.71875,16.625,-208.126787060984,-208.126787060984
94.0625,5.59375,16.375,-208.17091053125,-208.17091053125
94.0625,5.53125,16.625,-207.773148390563,-207.773148390563
94.0625,5.53125,16.875,-207.328675181627,-207.328675181627
94.0625,5.59375,16.625,-207.563609421183,-207.563609421183
94.0625,5.59375,16.875,-207.477169915424,-207.477169915424
94.6875,5.53125,16.625,-208.078849351502,-208.078849351502
94.6875,5.53125,16.875,-207.406957386266,-207.406957386266
94.6875,5.59375,16.625,-207.705891044577,-207.705891044577
94.6875,5.59375,16.875,-207.401392367447,-207.401392367447
94.0625,5.65625,16.375,-207.856957566977,-207.856957566977
94.0625,5.71875,16.125,-208.219195392337,-208.219195392337
94.0625,5.71875,16.375,-207.793626272748,-207.793626272748
94.6875,5.65625,16.375,-208.067887167997,-208.067887167997
94.6875,5.71875,16.375,-207.852411279522,-207.852411279522
94.0625,5.65625,16.625,-207.608467305267,-207.608467305267
94.0625,5.65625,16.875,-207.862533981442,-207.862533981442
94.0625,5.71875,16.625,-207.886777438961,-207.886777438961
94.6875,5.65625,16.625,-207.597755560039,-207.597755560039
94.6875,5.65625,16.875,-207.643031444509,-207.643031444509
94.6875,5.71875,16.625,-207.733106098839,-207.733106098839
94.6875,5.71875,16.875,-208.110891868824,-208.110891868824
92.8125,5.53125,17.125,-207.932455461892,-207.932455461892
93.4375,5.53125,17.125,-207.616923102798,-207.616923102798
93.4375,5.59375,17.125,-208.245170073651,-208.245170073651
94.0625,5.53125,17.125,-207.389948909415,-207.389948909415
94.0625,5.53125,17.375,-207.924657252479,-207.924657252479
94.0625,5.59375,17.125,-207.878209837412,-207.878209837412
94.6875,5.53125,17.125,-207.253448868027,-207.253448868027
94.6875,5.53125,17.375,-207.585792483276,-207.585792483276
94.6875,5.59375,17.125,-207.597003675558,-207.597003675558
94.6875,5.59375,17.375,-208.260227534111,-208.260227534111
94.6875,5.65625,17.125,-208.170139451457,-208.170139451457
92.8125,5.78125,16.125,-208.05075795997,-208.05075795997
93.4375,5.78125,16.125,-208.002034564185,-208.002034564185
93.4375,5.78125,16.375,-208.131160279244,-208.131160279244
93.4375,5.84375,16.125,-208.191570852692,-208.191570852692
94.0625,5.78125,16.125,-208.043172208208,-208.043172208208
94.0625,5.78125,16.375,-207.960764253704,-207.960764253704
94.0625,5.84375,16.125,-208.095034309118,-208.095034309118
94.6875,5.78125,16.125,-208.175990282225,-208.175990282225
94.6875,5.78125,16.375,-207.877151577109,-207.877151577109
94.6875,5.84375,16.125,-208.08582464706,-208.08582464706
94.6875,5.84375,16.375,-208.122670103464,-208.122670103464
94.6875,5.78125,16.625,-208.091755513056,-208.091755513056
94.6875,5.90625,16.125,-208.214285857372,-208.214285857372
95.3125,2.71875,33.125,-208.189564585554,-208.189564585554
95.3125,2.71875,33.375,-207.310634031981,-207.310634031981
95.9375,2.71875,33.375,-208.127046859696,-208.127046859696
95.3125,2.71875,33.625,-206.674836394439,-206.674836394439
95.3125,2.71875,33.875,-206.276233511759,-206.276233511759
95.9375,2.71875,33.625,-207.274946252294,-207.274946252294
95.9375,2.71875,33.875,-206.664247979884,-206.664247979884
96.5625,2.71875,33.625,-208.067943191675,-208.067943191675
96.5625,2.71875,33.875,-207.242324359891,-207.242324359891
97.1875,2.71875,33.875,-208.012184846601,-208.012184846601
95.3125,2.78125,32.375,-207.947027766729,-207.947027766729
95.3125,2.84375,32.125,-206.250085301613,-206.250085301613
95.3125,2.84375,32.375,-205.820954140399,-205.820954140399
95.9375,2.84375,32.125,-206.852822996816,-206.852822996816
95.9375,2.84375,32.375,-206.208258329707,-206.208258329707
95.3125,2.78125,32.625,-207.054680045871,-207.054680045871
95.3125,2.78125,32.875,-206.41308739597,-206.41308739597
95.3125,2.84375,32.625,-205.637718912983,-205.637718912983
95.3125,2.84375,32.875,-205.693772132729,-205.693772132729
95.9375,2.78125,32.625,-207.859130481252,-207.859130481252
95.9375,2.78125,32.875,-206.999644847852,-206.999644847852
95.9375,2.84375,32.625,-205.81418801485,-205.81418801485
95.9375,2.84375,32.875,-205.664023243233,-205.664023243233
95.3125,2.90625,32.125,-205.463843762646,-205.463843762646
95.3125,2.90625,32.375,-205.711132211933,-205.711132211933
95.3125,2.96875,32.125,-206.496595939996,-206.496595939996
95.3125,2.96875,32.375,-207.374764141088,-207.374764141088
95.9375,2.90625,32.125,-205.471885760509,-205.471885760509
95.9375,2.90625,32.375,-205.515635344265,-205.515635344265
95.9375,2.96875,32.125,-205.965090448852,-205.965090448852
95.9375,2.96875,32.375,-206.652256763075,-206.652256763075
95.3125,2.90625,32.625,-206.192136983184,-206.192136983184
95.3125,2.90625,32.875,-206.900016840425,-206.900016840425
95.9375,2.90625,32.625,-205.7979374546,-205.7979374546
95.9375,2.90625,32.875,-206.311968641382,-206.311968641382
95.9375,2.96875,32.625,-207.565116519647,-207.565116519647
96.5625,2.84375,32.125,-207.642784279695,-207.642784279695
96.5625,2.84375,32.375,-206.779811118688,-206.779811118688
97.1875,2.84375,32.375,-207.537389705614,-207.537389705614
96.5625,2.78125,32.875,-207.776029337319,-207.776029337319
96.5625,2.84375,32.625,-206.1718693311,-206.1718693311
96.5625,2.84375,32.875,-205.812388924021,-205.812388924021
97.1875,2.84375,32.625,-206.712622023319,-206.712622023319
97.1875,2.84375,32.875,-206.140810656204,-206.140810656204
96.5625,2.90625,32.125,-205.655717983262,-205.655717983262
96.5625,2.90625,32.375,-205.49270921784,-205.49270921784
96.5625,2.96875,32.125,-205.597538145133,-205.597538145133
96.5625,2.96875,32.375,-206.090248197616,-206.090248197616
97.1875,2.90625,32.125,-206.017287631185,-206.017287631185
97.1875,2.90625,32.375,-205.644383272845,-205.644383272845
97.1875,2.96875,32.125,-205.39612532958,-205.39612532958
97.1875,2.96875,32.375,-205.691006590266,-205.691006590266
96.5625,2.90625,32.625,-205.573027863176,-205.573027863176
96.5625,2.90625,32.875,-205.889868759273,-205.889868759273
96.5625,2.96875,32.625,-206.813658655084,-206.813658655084
96.5625,2.96875,32.875,-207.760731140606,-207.760731140606
97.1875,2.90625,32.625,-205.519520032469,-205.519520032469
97.1875,2.90625,32.875,-205.635911420151,-205.635911420151
97.1875,2.96875,32.625,-206.221535040017,-206.221535040017
97.1875,2.96875,32.875,-206.980689430803,-206.980689430803
95.3125,2.78125,33.125,-206.015929920963,-206.015929920963
95.3125,2.78125,33.375,-205.856939696689,-205.856939696689
95.3125,2.84375,33.125,-205.982560575416,-205.982560575416
95.3125,2.84375,33.375,-206.497583773689,-206.497583773689
95.9375,2.78125,33.125,-206.388989020799,-206.388989020799
95.9375,2.78125,33.375,-206.020914032563,-206.020914032563
95.9375,2.84375,33.125,-205.751229463118,-205.751229463118
95.9375,2.84375,33.375,-206.069324758129,-206.069324758129
95.3125,2.78125,33.625,-205.929899083771,-205.929899083771
95.3125,2.78125,33.875,-206.2286391934,-206.2286391934
95.3125,2.84375,33.625,-207.232392699006,-207.232392699006
95.3125,2.84375,33.875,-208.180588636565,-208.180588636565
95.9375,2.78125,33.625,-205.889221306703,-205.889221306703
95.9375,2.78125,33.875,-205.987761030221,-205.987761030221
95.9375,2.84375,33.625,-206.611878403138,-206.611878403138
95.9375,2.84375,33.875,-207.372509603121,-207.372509603121
95.3125,2.90625,33.125,-207.82798660463,-207.82798660463
95.9375,2.90625,33.125,-207.050961062252,-207.050961062252
95.9375,2.90625,33.375,-208.008201325395,-208.008201325395
96.5625,2.78125,33.125,-206.948969531898,-206.948969531898
96.5625,2.78125,33.375,-206.368843459051,-206.368843459051
96.5625,2.84375,33.125,-205.694854247963,-205.694854247963
96.5625,2.84375,33.375,-205.812802269371,-205.812802269371
97.1875,2.78125,33.125,-207.69762861581,-207.69762861581
97.1875,2.78125,33.375,-206.902567392826,-206.902567392826
97.1875,2.84375,33.125,-205.815459000046,-205.815459000046
97.1875,2.84375,33.375,-205.730123137448,-205.730123137448
96.5625,2.78125,33.625,-206.029471714609,-206.029471714609
96.5625,2.78125,33.875,-205.92472375174,-205.92472375174
96.5625,2.84375,33.625,-206.159821012001,-206.159821012001
96.5625,2.84375,33.875,-206.729548171865,-206.729548171865
97.1875,2.78125,33.625,-206.352572354674,-206.352572354674
97.1875,2.78125,33.875,-206.041532332433,-206.041532332433
97.1875,2.84375,33.625,-205.878410175194,-205.878410175194
97.1875,2.84375,33.875,-206.253976746523,-206.253976746523
96.5625,2.90625,33.125,-206.436482048665,-206.436482048665
96.5625,2.90625,33.375,-207.206171863263,-207.206171863263
97.1875,2.90625,33.125,-205.986826071166,-205.986826071166
97.1875,2.90625,33.375,-206.565586291122,-206.565586291122
97.1875,2.96875,33.125,-207.961505725246,-207.961505725246
96.5625,2.90625,33.625,-208.192295227556,-208.192295227556
97.1875,2.90625,33.625,-207.365566805673,-207.365566805673
97.8125,2.84375,32.625,-207.438217179996,-207.438217179996
97.8125,2.84375,32.875,-206.651140726088,-206.651140726088
98.4375,2.84375,32.875,-207.345144121036,-207.345144121036
97.8125,2.90625,32.125,-206.558454776464,-206.558454776464
97.8125,2.90625,32.375,-205.972598796469,-205.972598796469
97.8125,2.96875,32.125,-205.362950554515,-205.362950554515
97.8125,2.96875,32.375,-205.456711689882,-205.456711689882
98.4375,2.90625,32.125,-207.280994205735,-207.280994205735
98.4375,2.90625,32.375,-206.479210709118,-206.479210709118
98.4375,2.96875,32.125,-205.500026190806,-205.500026190806
98.4375,2.96875,32.375,-205.389456301156,-205.389456301156
97.8125,2.90625,32.625,-205.639436704349,-205.639436704349
97.8125,2.90625,32.875,-205.552200951934,-205.552200951934
97.8125,2.96875,32.625,-205.791006443713,-205.791006443713
97.8125,2.96875,32.875,-206.358831420489,-206.358831420489
98.4375,2.90625,32.625,-205.934713253947,-205.934713253947
98.4375,2.90625,32.875,-205.640753411447,-205.640753411447
98.4375,2.96875,32.625,-205.524246068129,-205.524246068129
98.4375,2.96875,32.875,-205.897410520361,-205.897410520361
99.0625,2.84375,32.875,-208.224500431703,-208.224500431703
99.0625,2.90625,32.125,-208.186597271165,-208.186597271165
99.0625,2.90625,32.375,-207.165989371894,-207.165989371894
99.0625,2.96875,32.125,-205.809280053145,-205.809280053145
99.0625,2.96875,32.375,-205.491247815201,-205.491247815201
99.6875,2.90625,32.375,-208.034622403809,-208.034622403809
99.6875,2.96875,32.125,-206.292557066759,-206.292557066759
99.6875,2.96875,32.375,-205.764009799186,-205.764009799186
99.0625,2.90625,32.625,-206.407199440573,-206.407199440573
99.0625,2.90625,32.875,-205.903498264104,-205.903498264104
99.0625,2.96875,32.625,-205.423340964438,-205.423340964438
99.0625,2.96875,32.875,-205.598593391706,-205.598593391706
99.6875,2.90625,32.625,-207.058661180876,-207.058661180876
99.6875,2.90625,32.875,-206.3422801003,-206.3422801003
99.6875,2.96875,32.625,-205.490293528025,-205.490293528025
99.6875,2.96875,32.875,-205.464461327726,-205.464461327726
97.8125,2.78125,33.375,-207.623835174197,-207.623835174197
97.8125,2.84375,33.125,-206.114977548305,-206.114977548305
97.8125,2.84375,33.375,-205.823302992808,-205.823302992808
98.4375,2.84375,33.125,-206.595255324503,-206.595255324503
98.4375,2.84375,33.375,-206.09426804533,-206.09426804533
97.8125,2.78125,33.625,-206.860354049853,-206.860354049853
97.8125,2.78125,33.875,-206.340099444015,-206.340099444015
97.8125,2.84375,33.625,-205.769743486161,-205.769743486161
97.8125,2.84375,33.875,-205.947974935123,-205.947974935123
98.4375,2.78125,33.625,-207.554558359121,-207.554558359121
98.4375,2.78125,33.875,-206.82224736807,-206.82224736807
98.4375,2.84375,33.625,-205.835828181482,-205.835828181482
98.4375,2.84375,33.875,-205.813631153247,-205.813631153247
97.8125,2.90625,33.125,-205.704179052004,-205.704179052004
97.8125,2.90625,33.375,-206.088711995074,-206.088711995074
97.8125,2.96875,33.125,-207.15323988478,-207.15323988478
97.8125,2.96875,33.375,-208.167340696765,-208.167340696765
98.4375,2.90625,33.125,-205.590637849287,-205.590637849287
98.4375,2.90625,33.375,-205.777726632273,-205.777726632273
98.4375,2.96875,33.125,-206.50202095292,-206.50202095292
98.4375,2.96875,33.375,-207.331203690894,-207.331203690894
97.8125,2.90625,33.625,-206.699192859497,-206.699192859497
97.8125,2.90625,33.875,-207.529065621606,-207.529065621606
98.4375,2.90625,33.625,-206.195431705837,-206.195431705837
98.4375,2.90625,33.875,-206.837215568635,-206.837215568635
99.0625,2.84375,33.125,-207.258051224652,-207.258051224652
99.0625,2.84375,33.375,-206.544856893816,-206.544856893816
99.6875,2.84375,33.125,-208.105039477869,-208.105039477869
99.6875,2.84375,33.375,-207.176822353759,-207.176822353759
99.0625,2.78125,33.875,-207.489709922561,-207.489709922561
99.0625,2.84375,33.625,-206.078582885658,-206.078582885658
99.0625,2.84375,33.875,-205.852944289681,-205.852944289681
99.6875,2.84375,33.625,-206.49983938691,-206.49983938691
99.6875,2.84375,33.875,-206.067825417759,-206.067825417759
99.0625,2.90625,33.125,-205.648211849107,-205.648211849107
99.0625,2.90625,33.375,-205.634719617619,-205.634719617619
99.0625,2.96875,33.125,-206.010095000496,-206.010095000496
99.0625,2.96875,33.375,-206.650990314055,-206.650990314055
99.6875,2.90625,33.125,-205.878824610747,-205.878824610747
99.6875,2.90625,33.375,-205.661693681768,-205.661693681768
99.6875,2.96875,33.125,-205.679622155548,-205.679622155548
99.6875,2.96875,33.375,-206.128939316864,-206.128939316864
99.0625,2.90625,33.625,-205.856452775961,-205.856452775961
99.0625,2.90625,33.875,-206.306892862466,-206.306892862466
99.0625,2.96875,33.625,-207.514477306008,-207.514477306008
99.6875,2.90625,33.625,-205.684338068885,-205.684338068885
99.6875,2.90625,33.875,-205.940258748151,-205.940258748151
99.6875,2.96875,33.625,-206.805629141248,-206.805629141248
99.6875,2.96875,33.875,-207.702959877535,-207.702959877535
95.3125,2.59375,34.875,-208.259191370564,-208.259191370564
95.3125,2.65625,34.125,-207.705155157499,-207.705155157499
95.3125,2.65625,34.375,-207.0416237832,-207.0416237832
95.3125,2.71875,34.125,-206.108933970955,-206.108933970955
95.3125,2.71875,34.375,-206.167091564848,-206.167091564848
95.9375,2.65625,34.375,-207.686479983258,-207.686479983258
95.9375,2.71875,34.125,-206.289079888603,-206.289079888603
95.9375,2.71875,34.375,-206.14361515279,-206.14361515279
95.3125,2.65625,34.625,-206.608831959849,-206.608831959849
95.3125,2.65625,34.875,-206.401247470829,-206.401247470829
95.3125,2.71875,34.625,-206.444903881749,-206.444903881749
95.3125,2.71875,34.875,-206.936611028518,-206.936611028518
95.9375,2.65625,34.625,-207.042505463964,-207.042505463964
95.9375,2.65625,34.875,-206.62777615026,-206.62777615026
95.9375,2.71875,34.625,-206.222070783174,-206.222070783174
95.9375,2.71875,34.875,-206.518706263816,-206.518706263816
96.5625,2.71875,34.125,-206.65640256192,-206.65640256192
96.5625,2.71875,34.375,-206.304370423552,-206.304370423552
97.1875,2.71875,34.125,-207.212706681992,-207.212706681992
97.1875,2.71875,34.375,-206.651244971069,-206.651244971069
96.5625,2.65625,34.625,-207.669842136685,-207.669842136685
96.5625,2.65625,34.875,-207.045175607788,-207.045175607788
96.5625,2.71875,34.625,-206.180464519948,-206.180464519948
96.5625,2.71875,34.875,-206.278963932525,-206.278963932525
97.1875,2.65625,34.875,-207.655199440653,-207.655199440653
97.1875,2.71875,34.625,-206.322055923837,-206.322055923837
97.1875,2.71875,34.875,-206.219438360571,-206.219438360571
95.3125,2.59375,35.125,-207.534916653494,-207.534916653494
95.3125,2.59375,35.375,-207.035615859427,-207.035615859427
95.9375,2.59375,35.125,-208.257480828069,-208.257480828069
95.9375,2.59375,35.375,-207.5474665539,-207.5474665539
95.3125,2.53125,35.875,-208.192833845895,-208.192833845895
95.3125,2.59375,35.625,-206.756100087843,-206.756100087843
95.3125,2.59375,35.875,-206.691217069168,-206.691217069168
95.9375,2.59375,35.625,-207.061083760719,-207.061083760719
95.9375,2.59375,35.875,-206.793199922258,-206.793199922258
95.3125,2.65625,35.125,-206.413378764645,-206.413378764645
95.3125,2.65625,35.375,-206.639773643529,-206.639773643529
95.3125,2.71875,35.125,-207.636494488525,-207.636494488525
95.9375,2.65625,35.125,-206.436820108023,-206.436820108023
95.9375,2.65625,35.375,-206.464204835007,-206.464204835007
95.9375,2.71875,35.125,-207.027822318968,-207.027822318968
95.9375,2.71875,35.375,-207.743759811238,-207.743759811238
95.3125,2.65625,35.625,-207.075018066614,-207.075018066614
95.3125,2.65625,35.875,-207.713735067666,-207.713735067666
95.9375,2.65625,35.625,-206.704535989537,-206.704535989537
95.9375,2.65625,35.875,-207.152456230794,-207.152456230794
96.5625,2.59375,35.375,-208.257027609334,-208.257027609334
96.5625,2.59375,35.625,-207.561090249418,-207.561090249418
96.5625,2.59375,35.875,-207.087459572789,-207.087459572789
97.1875,2.59375,35.625,-208.25780424147,-208.25780424147
97.1875,2.59375,35.875,-207.575763897345,-207.575763897345
96.5625,2.65625,35.125,-206.648280612404,-206.648280612404
96.5625,2.65625,35.375,-206.473744428,-206.473744428
96.5625,2.71875,35.125,-206.594188931364,-206.594188931364
96.5625,2.71875,35.375,-207.120499784188,-207.120499784188
97.1875,2.65625,35.125,-207.049596980888,-207.049596980888
97.1875,2.65625,35.375,-206.670312617258,-206.670312617258
97.1875,2.71875,35.125,-206.337732315577,-206.337732315577
97.1875,2.71875,35.375,-206.67131776336,-206.67131776336
96.5625,2.65625,35.625,-206.516192565258,-206.516192565258
96.5625,2.65625,35.875,-206.770287535345,-206.770287535345
96.5625,2.71875,35.625,-207.852295693154,-207.852295693154
97.1875,2.65625,35.625,-206.511991794784,-206.511991794784
97.1875,2.65625,35.875,-206.56931702646,-206.56931702646
97.1875,2.71875,35.625,-207.214613468096,-207.214613468096
97.1875,2.71875,35.875,-207.962075957544,-207.962075957544
95.3125,2.78125,34.125,-206.747038509068,-206.747038509068
95.3125,2.78125,34.375,-207.47902166765,-207.47902166765
95.9375,2.78125,34.125,-206.310430675049,-206.310430675049
95.9375,2.78125,34.375,-206.851173671598,-206.851173671598
95.9375,2.78125,34.625,-207.603978237539,-207.603978237539
96.5625,2.78125,34.125,-206.048516310562,-206.048516310562
96.5625,2.78125,34.375,-206.394811993235,-206.394811993235
96.5625,2.84375,34.125,-207.515669910758,-207.515669910758
97.1875,2.78125,34.125,-205.963383526138,-205.963383526138
97.1875,2.78125,34.375,-206.112107989526,-206.112107989526
97.1875,2.84375,34.125,-206.850527682872,-206.850527682872
97.1875,2.84375,34.375,-207.661814859918,-207.661814859918
96.5625,2.78125,34.625,-206.957617987316,-206.957617987316
96.5625,2.78125,34.875,-207.730984940384,-207.730984940384
97.1875,2.78125,34.625,-206.481732256719,-206.481732256719
97.1875,2.78125,34.875,-207.066326113465,-207.066326113465
97.1875,2.78125,35.125,-207.860001515779,-207.860001515779
97.8125,2.71875,34.125,-207.959704932664,-207.959704932664
97.8125,2.71875,34.375,-207.186033194845,-207.186033194845
98.4375,2.71875,34.375,-207.910438339092,-207.910438339092
97.8125,2.71875,34.625,-206.648721509342,-206.648721509342
97.8125,2.71875,34.875,-206.342088506066,-206.342088506066
98.4375,2.71875,34.625,-207.162245468404,-207.162245468404
98.4375,2.71875,34.875,-206.648779901029,-206.648779901029
99.0625,2.71875,34.625,-207.864321676621,-207.864321676621
99.0625,2.71875,34.875,-207.141286613246,-207.141286613246
99.6875,2.71875,34.875,-207.821293220365,-207.821293220365
